X_AXIS,Y_AXIS,Z_AXIS
325.9607806896726,-240.41271193303407,-852.5720883270775
81.43604289994856,-221.77660840808235,-681.7258631849006
118.88847708449164,-249.95794850287183,-868.0540639518575
171.04092706597982,-178.29870051806685,-915.4029468336279
211.84069389121157,-114.72399621582892,-947.9132369099725
133.40873371490235,-161.15656483205333,-964.3680054107268
237.10957814605518,-178.0709975574819,-1030.1841061609875
277.79658498556125,-137.70394346943013,-1078.9869851864692
192.5630443627632,-178.73464788448143,-1112.3217657304033
69.84568752416529,-144.34261585592984,-894.097591455813
284.90557506291407,-269.94225783921706,-1168.8556655390068
219.15013692161122,-285.8468250346612,-1169.3424171214135
98.27009715980707,-220.18346346943872,-1288.98523048303
208.08941426287984,-118.77307049353348,-1356.379717345812
400.83854154702874,42.350771742101394,-1377.497686581291
406.4839384925087,100.20113866690733,-1343.7312867230032
295.879875932642,95.63541442753716,-1361.3103898541483
271.2692261129289,77.78956776871391,-1262.1788960195115
272.8056487739361,86.7851132077256,-1207.3066837742865
250.24050504928255,58.01241574104695,-1031.2567930621963
226.92121862591875,-17.929418059764085,-919.8169014780214
172.7423236120559,-84.99564863264426,-858.5706209649153
136.50766203208104,-106.19887486112104,-834.6823480385509
117.51080735135895,-149.92714764689492,-777.0411845821137
121.26200809230461,-159.30567404934433,-727.3089399650288
139.2646710597232,-100.19638234726078,-682.314095178199
109.35074537147841,-117.9191433538436,-699.6659471088252
67.31573718511815,-195.64438331864224,-695.6580656955131
81.5869472473367,-191.74914373286575,-724.1897998033186
103.06534487241665,-172.60197131036523,-748.5953561009004
129.7354667345083,-193.29417022695813,-840.6441625605909
147.10536512488846,-189.0943115501531,-881.5376946248157
145.68599403805425,-236.43406535806804,-964.9134307075607
161.9291739899732,-230.87622780602564,-982.6100466720573
172.72063762146806,-185.373869586847,-1069.2800716582249
216.92801407328975,-174.80084047820176,-1107.473579570594
232.87360793674736,-186.06300710860395,-1145.9012783119501
221.81708635619074,-237.24844234350417,-1098.2376277089638
181.52545665576773,-248.11458632411598,-1060.4045484047856
204.40908950645178,-107.84834720066985,-1093.7984824347634
318.01085857483486,-27.50959881321027,-1109.308600009216
478.0910178907339,32.18359640065943,-1051.946704694325
511.8507312740593,11.838406838257983,-994.4927730176419
495.33949980670025,58.25070589026911,-966.7065359118786
350.9549124559433,13.782318588155427,-925.4522165519379
250.47088740692774,-70.58392840739596,-758.6025449897495
173.49061478099583,-75.95424128954676,-765.5054152058949
