X_AXIS,Y_AXIS,Z_AXIS
165.96512643820006,-289.9990469047472,-924.8992377494238
135.0964958239425,-345.6217602733598,-952.698368348653
127.83100016660786,-313.72662735376196,-977.1076912533172
166.68168070321184,-346.2902327042819,-958.6149118667319
185.94846009246615,-269.8926909669979,-992.759287907128
281.6574570214852,-330.90911570256657,-968.4655477966062
167.6319283228066,-329.2271108065766,-904.3172222617997
145.73910856917945,-400.1527440212621,-981.054022701358
187.01525831479685,-318.59207681035997,-986.923763046506
73.95769682405653,-329.19434007803704,-1007.6134084423066
-40.88007358549649,-389.6870470946577,-976.8183699639195
35.73095634771408,-438.90787703673493,-1090.5543935120236
241.471716869655,-424.36589919937245,-1038.3948345994952
291.92789623746927,-610.1811771087752,-881.3962184633956
512.1072314104148,-344.96155353651324,-957.0418129135236
47.80663826706555,-241.58691813670944,-952.0075063909014
61.780834406060464,-328.63798285061966,-880.1595659235546
139.9524204763152,-307.52290791155013,-877.5609434258366
118.05715589207456,-394.32775482313605,-898.4624534183391
183.49003399652187,-288.02275901566935,-919.1049288085426
125.10276733018472,-263.20765624833905,-953.5232088306685
103.3335391235274,-246.2278429374336,-954.241375823941
116.82726030146704,-348.3860491611839,-939.9901013487952
131.39694226403668,-293.71792552862996,-928.9786041706473
168.2783607939772,-310.0401195179279,-938.345032139811
188.5199306102644,-330.51572791565513,-932.6918969567291
142.31988993204365,-311.8414660739228,-978.418142440848
172.85619245318125,-294.0042657687816,-977.7221636253162
134.51298418471694,-265.1792845403566,-968.2593589468971
136.53736479977434,-250.48056113671163,-975.9653994944164
153.22077927243714,-271.14555945327123,-987.000552820859
163.44265807876226,-264.6684803966447,-1017.6506963408198
148.82942210916374,-273.22194038105084,-1003.9252496329666
153.96427372917225,-285.31013111633456,-994.7731346766242
136.4526635152358,-282.2399308636924,-969.9384973316256
129.02593728004436,-292.77273460758414,-954.8382005287268
137.17619141728187,-241.04330431678886,-945.1210023443181
102.53610757123208,-227.3699372866621,-961.66491403802
133.3926625847411,-288.5447263084812,-936.7585088674093
111.39735545144883,-303.98044903792675,-907.4301543950806
137.9335059191918,-262.44122489323524,-943.2270583561663
