ID,RECEIVED_TIMESTAMP,ACTIVITY,CLIENT_BATCH_ID,BATTERY_LEVEL,SESSION_ID,DATA_TAG,EPOCH_TIME
1,809222884,2,254321,90,1770335749,0,1770335749
2,809223883,2,254322,90,1770335749,0,1770335750
3,809224082,2,254323,90,1770335749,0,1770335750
4,809224480,2,254324,90,1770335749,0,1770335750
5,809224883,2,254325,90,1770335749,0,1770335751
6,809225277,2,254326,90,1770335749,0,1770335751
7,809225679,2,254327,90,1770335749,1770335751,1770335751
8,809225879,2,254328,90,1770335749,0,1770335752
9,809226277,2,254329,90,1770335749,0,1770335752
10,809226676,2,254330,90,1770335749,0,1770335752
11,809227074,2,254331,90,1770335749,0,1770335753
12,809227472,2,254332,90,1770335749,0,1770335753
13,809227871,2,254333,90,1770335749,0,1770335754
14,809228468,2,254334,90,1770335749,0,1770335754
15,809228668,2,254335,90,1770335749,0,1770335754
16,809228867,2,254336,90,1770335749,0,1770335755
17,809228867,2,254337,90,1770335749,0,1770335755
18,809228867,2,254338,90,1770335749,0,1770335755
19,809228867,2,254339,90,1770335749,0,1770335755
20,809229066,2,254340,90,1770335749,0,1770335755
21,809229066,2,254341,90,1770335749,0,1770335755
22,809229066,2,254342,90,1770335749,0,1770335755
23,809229265,2,254343,90,1770335749,0,1770335755
24,809229265,2,254344,90,1770335749,0,1770335755
25,809229465,2,254345,90,1770335749,0,1770335755
26,809229465,2,254346,90,1770335749,0,1770335755
27,809229465,2,254347,90,1770335749,0,1770335755
28,809229664,2,254348,90,1770335749,0,1770335755
29,809229664,2,254349,90,1770335749,0,1770335755
30,809229664,2,254350,90,1770335749,0,1770335755
31,809229867,2,254351,90,1770335749,0,1770335756
32,809229867,2,254352,90,1770335749,0,1770335756
33,809230062,2,254353,90,1770335749,0,1770335756
34,809230062,2,254354,90,1770335749,0,1770335756
35,809230062,2,254355,90,1770335749,0,1770335756
36,809230265,2,254356,90,1770335749,0,1770335756
37,809230465,2,254357,90,1770335749,0,1770335756
38,809230664,2,254358,90,1770335749,0,1770335756
39,809230863,2,254359,90,1770335749,0,1770335757
40,809231062,2,254360,90,1770335749,0,1770335757
41,809231261,2,254361,90,1770335749,0,1770335757
42,809231461,2,254362,90,1770335749,0,1770335757
43,809231660,2,254363,90,1770335749,0,1770335757
44,809231859,2,254364,90,1770335749,0,1770335758
45,809232058,2,254365,90,1770335749,0,1770335758
46,809232258,2,254366,90,1770335749,0,1770335758
47,809232457,2,254367,90,1770335749,0,1770335758
48,809232655,2,254368,90,1770335749,0,1770335758
49,809232855,2,254369,90,1770335749,0,1770335759
50,809233054,2,254370,90,1770335749,0,1770335759
51,809233254,2,254371,90,1770335749,0,1770335759
52,809233453,2,254372,90,1770335749,0,1770335759
53,809233652,2,254373,90,1770335749,0,1770335759
54,809233851,2,254374,90,1770335749,0,1770335760
55,809234051,2,254375,90,1770335749,0,1770335760
56,809234250,2,254376,90,1770335749,0,1770335760
57,809234449,2,254377,90,1770335749,0,1770335760
58,809234648,2,254378,90,1770335749,0,1770335760
59,809234847,2,254379,90,1770335749,0,1770335761
60,809235047,2,254380,90,1770335749,0,1770335761
61,809235249,2,254381,90,1770335749,0,1770335761
62,809235449,2,254382,90,1770335749,0,1770335761
63,809235644,2,254383,90,1770335749,0,1770335761
64,809235847,2,254384,90,1770335749,0,1770335762
65,809236046,2,254385,90,1770335749,0,1770335762
66,809236246,2,254386,90,1770335749,0,1770335762
67,809236445,2,254387,90,1770335749,0,1770335762
68,809236644,2,254388,90,1770335749,0,1770335762
69,809236843,2,254389,90,1770335749,0,1770335763
70,809237043,2,254390,90,1770335749,0,1770335763
71,809237242,2,254391,90,1770335749,0,1770335763
72,809237441,2,254392,90,1770335749,0,1770335763
73,809237640,2,254393,90,1770335749,0,1770335763
74,809237840,2,254394,90,1770335749,0,1770335764
75,809238039,2,254395,90,1770335749,0,1770335764
76,809238238,2,254396,90,1770335749,0,1770335764
77,809238437,2,254397,90,1770335749,0,1770335764
78,809238636,2,254398,90,1770335749,0,1770335764
79,809238836,2,254399,90,1770335749,0,1770335765
80,809239035,2,254400,90,1770335749,0,1770335765
81,809239234,2,254401,90,1770335749,0,1770335765
82,809239433,2,254402,90,1770335749,0,1770335765
83,809239632,2,254403,90,1770335749,0,1770335765
84,809239831,2,254404,90,1770335749,0,1770335766
85,809240031,2,254405,90,1770335749,0,1770335766
86,809240230,2,254406,90,1770335749,0,1770335766
87,809240428,2,254407,90,1770335749,0,1770335766
88,809240629,2,254408,90,1770335749,0,1770335766
89,809240828,2,254409,90,1770335749,0,1770335767
90,809241027,2,254410,90,1770335749,0,1770335767
91,809241226,2,254411,90,1770335749,0,1770335767
92,809241426,2,254412,90,1770335749,0,1770335767
93,809241625,2,254413,90,1770335749,0,1770335767
