ID,RECEIVED_TIMESTAMP,ACTIVITY,CLIENT_BATCH_ID,BATTERY_LEVEL,SESSION_ID,DATA_TAG,EPOCH_TIME
1,828378870,4,256147,90,1770354905,0,1770354905
2,828379571,4,256148,90,1770354905,0,1770354905
3,828379969,4,256149,90,1770354905,0,1770354906
4,828380371,4,256150,90,1770354905,0,1770354906
5,828380770,4,256151,90,1770354905,0,1770354907
6,828381168,4,256152,90,1770354905,0,1770354907
7,828381367,4,256153,90,1770354905,0,1770354907
8,828381766,4,256154,90,1770354905,0,1770354908
9,828382164,4,256155,90,1770354905,0,1770354908
10,828382567,4,256156,90,1770354905,0,1770354908
11,828382965,4,256157,90,1770354905,0,1770354909
12,828383363,4,256158,90,1770354905,0,1770354909
13,828383961,4,256159,90,1770354905,0,1770354910
14,828384360,4,256160,90,1770354905,0,1770354910
15,828384559,4,256161,90,1770354905,0,1770354910
16,828384559,4,256162,90,1770354905,0,1770354910
17,828384758,4,256163,90,1770354905,0,1770354911
18,828384758,4,256164,90,1770354905,0,1770354911
19,828384957,4,256165,90,1770354905,0,1770354911
20,828384957,4,256166,90,1770354905,0,1770354911
21,828384957,4,256167,90,1770354905,0,1770354911
22,828385156,4,256168,90,1770354905,0,1770354911
23,828385156,4,256169,90,1770354905,0,1770354911
24,828385156,4,256170,90,1770354905,0,1770354911
25,828385356,4,256171,90,1770354905,0,1770354911
26,828385356,4,256172,90,1770354905,0,1770354911
27,828385559,4,256173,90,1770354905,0,1770354911
28,828385559,4,256174,90,1770354905,0,1770354911
29,828385559,4,256175,90,1770354905,0,1770354911
30,828385758,4,256176,90,1770354905,0,1770354912
31,828385758,4,256177,90,1770354905,0,1770354912
32,828385758,4,256178,90,1770354905,0,1770354912
33,828385957,4,256179,90,1770354905,0,1770354912
34,828385957,4,256180,90,1770354905,0,1770354912
35,828385957,4,256181,90,1770354905,0,1770354912
36,828386156,4,256182,90,1770354905,0,1770354912
37,828386356,4,256183,90,1770354905,0,1770354912
38,828386554,4,256184,90,1770354905,0,1770354912
39,828386753,4,256185,90,1770354905,0,1770354913
40,828386953,4,256186,90,1770354905,0,1770354913
41,828387153,4,256187,90,1770354905,0,1770354913
42,828387352,4,256188,90,1770354905,0,1770354913
43,828387551,4,256189,90,1770354905,0,1770354913
44,828387750,4,256190,90,1770354905,0,1770354914
45,828387953,4,256191,90,1770354905,0,1770354914
46,828388149,4,256192,90,1770354905,0,1770354914
47,828388352,4,256193,90,1770354905,0,1770354914
48,828388551,4,256194,90,1770354905,0,1770354914
49,828388750,4,256195,90,1770354905,0,1770354915
50,828388949,4,256196,90,1770354905,0,1770354915
51,828389149,4,256197,90,1770354905,0,1770354915
52,828389348,4,256198,90,1770354905,0,1770354915
53,828389547,4,256199,90,1770354905,0,1770354915
54,828389746,4,256200,90,1770354905,0,1770354916
55,828389946,4,256201,90,1770354905,0,1770354916
56,828390145,4,256202,90,1770354905,0,1770354916
57,828390347,4,256203,90,1770354905,0,1770354916
58,828390543,4,256204,90,1770354905,0,1770354916
59,828390742,4,256205,90,1770354905,0,1770354917
60,828390945,4,256206,90,1770354905,0,1770354917
61,828391145,4,256207,90,1770354905,0,1770354917
62,828391344,4,256208,90,1770354905,0,1770354917
63,828391543,4,256209,90,1770354905,0,1770354917
64,828391742,4,256210,90,1770354905,0,1770354917
65,828391941,4,256211,90,1770354905,0,1770354918
66,828392141,4,256212,90,1770354905,0,1770354918
67,828392340,4,256213,90,1770354905,0,1770354918
68,828392539,4,256214,90,1770354905,0,1770354918
69,828392738,4,256215,90,1770354905,0,1770354918
70,828392938,4,256216,90,1770354905,0,1770354919
71,828393137,4,256217,90,1770354905,0,1770354919
72,828393336,4,256218,90,1770354905,0,1770354919
73,828393535,4,256219,90,1770354905,0,1770354919
74,828393738,4,256220,90,1770354905,0,1770354919
75,828393934,4,256221,90,1770354905,0,1770354920
76,828394133,4,256222,90,1770354905,0,1770354920
77,828394335,4,256223,90,1770354905,0,1770354920
78,828394535,4,256224,90,1770354905,0,1770354920
79,828394735,4,256225,90,1770354905,0,1770354920
80,828394933,4,256226,90,1770354905,0,1770354921
81,828395133,4,256227,90,1770354905,0,1770354921
82,828395332,4,256228,90,1770354905,0,1770354921
83,828395531,4,256229,90,1770354905,0,1770354921
84,828395731,4,256230,90,1770354905,0,1770354921
85,828395930,4,256231,90,1770354905,0,1770354922
86,828396129,4,256232,90,1770354905,0,1770354922
87,828396328,4,256233,90,1770354905,0,1770354922
88,828396528,4,256234,90,1770354905,0,1770354922
89,828396727,4,256235,90,1770354905,0,1770354922
90,828396926,4,256236,90,1770354905,0,1770354923
91,828397129,4,256237,90,1770354905,0,1770354923
